,Title,Published_date,Views,Likes,Dislikes,Comments,Month
279,BIG BOSS OTT SEASON 3 IN S8UL😎| #mortalarmy,2023-08-16,313805,21354,0,42,Aug
280,51 KILLS Old Team SouL Domination in BGMI 🤩,2023-08-16,271428,20356,0,219,Aug
281,Happy Independence Day 🇮🇳 | VALO 5v5 with S8uL | BGMI × DragonBallZ | #MortaLArmy 🚀,2023-08-15,276715,20739,0,86,Aug
282,DUO SYNERGY TEST IN S8UL GAMING HOUSE 2.0,2023-08-15,488554,47216,0,621,Aug
283,7 CHICKEN DINNER CHALLENGE WITH NEW SQUAD | BGMI x DragonBallZ | #MortaLArmy 🚀,2023-08-14,265489,17741,0,29,Aug
284,Toxic Regaltos 😭 🤣,2023-08-14,199874,21758,0,167,Aug
285,"50,000 UC GRAND *DRAGON BALL Z* CRATE OPENING *CRAZY LUCK* 😍🤑",2023-08-13,643884,41587,0,681,Aug
286,Skribbl Mastii | Among Us is BACK | BGMI x DragonBallZ | #MortaLArmy 🚀,2023-08-12,361992,23327,0,67,Aug
287,Strongest Gang Beasts Player in S8UL,2023-08-12,240394,7606,0,174,Aug
288,DRAGON BALL Z ALL SKIN Opening | NEW STORY MODE GAME AT NIGHT | #mortalarmy,2023-08-11,347191,25698,0,58,Aug
289,Game on with incredible agility and clarity | Odyssey #OLEDG8 | #LiveTheGame,2023-08-09,195127,2136,0,68,Aug
290,Password Recovery Successful 😎| #mortalarmy,2023-08-07,298857,23038,0,50,Aug
291,Unveiling the Gamer's Dream: Behind the Scenes at MG's Comet EV Factory with Mortal!,2023-08-06,44336,4848,0,220,Aug
292,A Fan Gifted me This ♥️🥺 | Vlog,2023-08-03,205378,21617,0,292,Aug
293,That's how Mortal clutches in BGMI 😈,2023-07-31,346209,23617,0,244,Jul
294,When We Played Golf for the First time 🤣 -  Vlog,2023-07-28,94666,9653,0,172,Jul
295,Lenovo + Intel Presents S8UL Gaming Festival | Kick Off Day 4 | Pokémon Unite,2023-07-24,42821,3064,0,13,Jul
296,Lenovo + Intel Presents S8UL Gaming Festival | Kick Off Day 2 | FIFA 23,2023-07-22,79842,6193,0,10,Jul
297,WE ARE BACK !  BGMI Rank Push | #mortalarmy,2023-07-20,290138,20526,0,94,Jul
298,Excuses in BGMI (Part -3) 🤬,2023-07-18,338195,25240,0,374,Jul
299,When Classic Lobby Gets Intense Too !,2023-07-17,446478,33231,0,216,Jul
300,Live the game with Odyssey OLED G9 | Samsung,2023-07-13,151280,6217,0,180,Jul
301,WE ARE IN AMERICA | GTA IN REAL LIFE 😍 - VLOG 1,2023-07-12,574335,49560,0,439,Jul
302,SouL Regaltos Made MortaL Angry 😡,2023-07-10,447071,40054,0,361,Jul
303,Cheater hunter MortaL - #mortalarmy,2023-07-07,506820,26713,0,77,Jul
304,Craziest Chicken Dinner w/ Random Teammates 🤩 | Solo 17 Kills Highlights,2023-07-07,247555,20358,0,180,Jul
305,BOOMBAM CHICKEN DINNERS STREAM - #mortalarmy,2023-07-06,553396,37135,0,104,Jul
306,BGMI BOOMBAM GAMEPLAY | RANK PUSH 😍,2023-07-05,478120,32076,0,85,Jul
307,Check Kayak to get Great Travel deals now 🔥,2023-07-05,84985,5155,0,28,Jul
308,Intense BoomBam Rank Push with Jod Players !,2023-07-04,512921,32286,0,73,Jul
309,Check Kayak to find great Travel Deals now ! #ad @KAYAK,2023-07-04,457431,38923,0,66,Jul
310,Am I the Best Shotgun Player in BGMI ? 😎,2023-07-04,282855,22979,0,213,Jul
311,BoomBam Rank Push with Jod Players !,2023-07-03,514138,36728,0,70,Jul
312,Intense BoomBam Classic lobby - Road to Conqueror !,2023-07-02,445415,28206,0,64,Jul
313,Only Up World Record Stream! Boom Baam BGMI nights | Conqueror Push with S8UL #MortalArmy🚀❤️,2023-07-01,498229,31364,0,68,Jul
314,Simping with Astra Didi 😜ft. Rega | Shotgun Skills Highlight,2023-07-01,309009,30850,0,256,Jul
315,Intense BoomBam Classic lobby - Road to Conqueror !,2023-06-30,391781,25796,0,102,Jun
316,Everyone wants this team mate in BGMI | 15000rs Challenge,2023-06-28,764325,52838,0,500,Jun
317,Introducing the Odyssey OLED G9: A Game-Changing Gaming Monitor,2023-06-28,69678,7055,0,53,Jun
318,THANKYOU FOR 7 MILLLLIOOOOON! LET'S GO! Conqueror Push! BGMI with S8UL❤️ #MortalArmy 🚀,2023-06-27,546252,43163,0,76,Jun
319,7 MILLLLIOOOOON! LET'S GO! Conqueror Push! BGMI with S8UL❤️ #MortalArmy 🚀,2023-06-26,725764,60233,0,224,Jun
320,FUNNY MOMENTS AT ITS BEST IN BGMI 🤣,2023-06-25,724130,49703,0,550,Jun
321,Gifting New BUGATTI to S8UL Players,2023-06-23,707427,71845,0,1303,Jun
322,BoomBam intense Rank Push to conqueror (Current Rank - Ace),2023-06-21,653496,45848,0,161,Jun
323,170000 UC BUGGATI CRATE OPENING - GONE WRONG,2023-06-21,1058173,83414,0,995,Jun
324,LIVE BUGATTI MAXING - Road to Conqueror !,2023-06-20,617716,59572,0,168,Jun
325,Intense BoomBam Classic lobby - Road to Conqueror !,2023-06-19,460426,28452,0,75,Jun
326,"Dukh , Dard , Peeda Squad | #mortalarmy",2023-06-18,374014,25443,0,78,Jun
327,Excuses in BGMI (Part -2) 🤬,2023-06-18,455148,30649,0,438,Jun
328,I hosted @sc0utOP  on the new episode of Blue Mode. Who do you think won the FIFA match? 👀,2023-06-17,165907,12764,0,35,Jun
329,Very serious Challenge- Chicken dinner with Goldy bhai - Road to Conqueror !,2023-06-16,533776,37341,0,80,Jun
330,Intense BoomBam Classic lobby - Road to Conqueror !,2023-06-15,489816,35488,0,116,Jun
331,Full Push DBS Mastering stream | #mortalarmy,2023-06-14,453648,30455,0,81,Jun
332,Excuses in BGMI (Part 1) 🤬,2023-06-14,361046,28647,0,381,Jun
333,Aankho se khoon nikalne waali BoomBam Lobby xD - Road to Conqueror !,2023-06-13,533518,38336,0,141,Jun
334,Badmash Squad Conqueror intense BGMI Rank Push | #mortalarmy,2023-06-11,455546,29544,0,166,Jun
335,Odyssey Ark in Cockpit Mode | Samsung,2023-06-11,3077864,249544,0,904,Jun
336,Boombaam Classics Crown to Ace !,2023-06-10,487377,37938,0,116,Jun
337,"MortaL Maxing out X-SUIT | 150,000 UC | BGMI",2023-06-09,754940,54967,0,532,Jun
338,50 Kills Challenge | Conqueror intense BGMI Rank Push | #mortalarmy,2023-06-08,601979,42365,0,126,Jun
339,Conqueror intense BGMI Rank Push | #mortalarmy,2023-06-07,680879,46989,0,158,Jun
340,Bullying S8ul Players in BGMI 😂,2023-06-07,376313,33576,0,5385,Jun
341,🔴 Live  BGMI | X-Suit MAXING OUT (PERMANENT) 🔴 Conqueror ka safar,2023-06-06,667533,62101,0,142,Jun
342,Badmash Squad Conqueror intense BGMI Rank Push | #mortalarmy,2023-06-02,377794,29769,0,130,Jun
343,Meeting Athena Gaming After 4  years ! South Korea Vlog,2023-06-02,2573162,142134,0,2663,Jun
344,BoomBaam Intense Classic BGMI Night !,2023-06-01,384802,37535,0,164,Jun
345,First Chicken Dinner in BGMI with Old Team Soul 🤩,2023-06-01,691893,42502,0,470,Jun
346,BoomBaam BGMI Night | 75+ Kills Challenge,2023-05-31,888898,78696,0,172,May
347,BoomBaam BGMI Night | SouL MortaL Is Live,2023-05-30,727874,70348,0,426,May
348,BGMI - An Unfinished Chapter,2023-05-30,281001,51264,0,1823,May
349,BoomBaam Nights Are Back | SouL MortaL Is Live | BGMI IS BACK,2023-05-29,1305786,144442,0,1323,May
350,Fortnite on Korean Streets 😍 #Collab #TeamGalaxy #TeamGalaxyConnect #PlayGalaxy #SamsungS23Ultra,2023-05-26,406536,32765,0,56,May
351,This is how We Celebrated my Birthday in S8UL GAMING HOUSE !,2023-05-24,734684,66053,0,1020,May
352,Can't believe Mason is doing this. What's your take? Watch  #CitadelOnPrime,2023-05-19,229584,6168,0,21,May
353,"🔴Live from Seoul | Fortnite and chill with Dynamo, Thug and Payal #Mortalarmy 💙",2023-05-18,129871,10575,0,87,May
354,Followers Controlled My Day for 24 HRS!,2023-05-13,1562877,127145,0,2219,May
355,🔴Live Scribble Now | Valo 5v5 & Among Us Done #Mortalarmy 💙,2023-05-07,228097,15181,0,174,May
356,The Cockpit mode for Gamers! #Livethegame,2023-05-07,278088,8088,0,247,May
357,🔴 LIVE 12 MAN LOBBY MIDNIGHT GHOST HUNT #mortalarmy #s8ul,2023-05-06,169576,10831,0,82,May
358,🔴 LIVE  GangBeast Bakchodi #mortalarmy #s8ul,2023-05-05,176132,12013,0,79,May
359,Valo Rank Push ft. S8UL | Brain It On Done | #S8UL #MortalArmy,2023-05-04,101946,8320,0,70,May
360,LIVE: Gaadiyo ka football | Rocket League :D #mortalarmy,2023-05-03,108464,8613,0,80,May
361,🔴 LIVE Valorant afternoon Rank Push Stream :D #mortalarmy #s8ul,2023-05-03,94083,7551,0,107,May
362,🔴 LIVE Headphone alert | Bakchod games #mortalarmy #s8ul,2023-05-02,128532,10976,0,54,May
363,I was singing on his Birthday 😂 - Alibaug Trip Vlog,2023-04-29,155750,18609,0,294,Apr
364,🔴 LIVE Monopoly NOWW |Fling to the Finish Done | Valo Done :D| #mortalarmy #s8ul,2023-04-28,177817,11355,0,117,Apr
365,Golf Gang | Propnight fun | Uno Chill | Valo 5v5 Done | #mortal #s8ul ❤,2023-04-25,205747,12952,0,158,Apr
366,GULLY CRICKET MATCH IN S8UL GAMING HOUSE *INTENSE*,2023-04-25,351184,35000,0,351,Apr
367,Fling to the Finish |  VaLo Done :D| #mortalarmy #s8ul,2023-04-24,186767,13522,0,91,Apr
368,Among Us | Valorant | Uno | Rocket League | CodeNames | Skribbl.io | #mortalarmy ❤,2023-04-23,222536,13682,0,174,Apr
369,Live stream par mila ek surprise !,2023-04-20,107286,12454,0,246,Apr
370,EXTREME HORROR Demonologist  | #mortalarmy #s8ul,2023-04-20,169740,12158,0,109,Apr
371,Badmashi in Valorant 5 man  | #mortalarmy #s8ul,2023-04-18,109240,8386,0,98,Apr
372,Rich by heart LUFFY SAXENA :D Demonologist at 1am | #mortalarmy #s8ul,2023-04-18,155282,13645,0,147,Apr
373,Luffy in the City :D | Among Us and Skribbl Mastii | #mortalarmy #s8ul,2023-04-17,241367,16710,0,80,Apr
374,Luffy Saxena Baklol in SOUL CITY 🥰 . DISCORD MEME review done,2023-04-16,178031,14536,0,170,Apr
375,The Noobs of S8UL Gaming house !,2023-04-14,173763,20821,0,211,Apr
376,🔴 LIVE: Teeno owner aagye aaj toh Valo me dangal. Shoulder pain gameplay time VALO 5v5 #MortalArmy,2023-04-12,136523,10845,0,109,Apr
377,Flirting Tips & Tricks with Luffy Saxena 🥰- #lifeinsoulcity,2023-04-12,250620,16661,0,320,Apr
378,I Pranked Rega & S8ul Members,2023-04-10,447982,46742,0,429,Apr
379,🔴LIVE: Valo 5v5 #MortalArmy,2023-04-09,245932,16279,0,191,Apr
380,🔴 LIVE : GTA V ROLEPLAY FT- LUFFY SAXENA,2023-04-09,218677,16112,0,305,Apr
381,🛑 LIVE: Luffy Saxenaaa in SouL City  #mortalarmy #s8ul,2023-04-07,251642,17471,0,238,Apr
382,Luffy Saxena Is back - Making friends and Job hunting :D #lifeinsoulcity,2023-04-05,304858,22197,0,354,Apr
383,🔴 LIVE : GTA ROLEPLAY TIME | Luffy Saxena in SouLCity #lifeinsoulcity  #Mortal #MortalArmy #S8UL,2023-04-04,234213,17101,0,183,Apr
384,Entering the World of Soulcity RP - Day 1 #lifeinsoulcity,2023-04-03,309457,26971,0,360,Apr
385,🔴LIVE: Saas Bahu time #MortalArmy,2023-03-29,190020,16747,0,216,Mar
386,🛑 LIVE: THIS STREAM WAS LATE NIGHT | HEADPHONES ALERT #mortalarmy #s8ul,2023-03-28,141063,11351,0,139,Mar
387,First ever Grand Fan Party in Cinema with ROGxIntel (#BreakAllLimits),2023-03-28,342393,8179,0,251,Mar
388,LIVE: Rocket League :D #mortalarmy,2023-03-27,177328,13163,0,161,Mar
389,🔴 LIVE : AMONG US BADMASHI #Mortal #MortalArmy #S8UL,2023-03-26,227704,17127,0,270,Mar
390,🔴 LIVE : FALL GUYS  #Mortal #MortalArmy #S8UL,2023-03-25,193987,14231,0,227,Mar
391,Most viewed video on their channels | Road to Valor Launch Get together,2023-03-25,221480,25514,0,410,Mar
392,🔴 LIVE : AMONG US BADMASHI #Mortal #MortalArmy #S8UL,2023-03-24,254955,21778,0,278,Mar
393,🔴 LIVE : Valorant Rank Push karenge aaaaj Full on :D  | #Mortal #MortalArmy #S8UL,2023-03-20,169737,12824,0,155,Mar
394,"LIVE: Sunday Funday with Phasmophobia, HFF and VALO 5v5 :D #S8uL #mortalarmy",2023-03-19,236140,17724,0,230,Mar
395,Our Trip ended • Back to Gaming house ! Vlog,2023-03-19,238760,26752,0,1545,Mar
396,LIVE: Saturday Night GROUP GAMES | RL AND GANGBEAST #mortalarmy,2023-03-18,168053,13230,0,132,Mar
397,INTRODUCING Road to Valor:Empires | S8uL @roadtovalorempiresin_official,2023-03-18,90399,7543,0,139,Mar
398,Missed you all :D  Valo rank push + Among us (9:30pm) + Chill game |  #MortalArmy #S8UL,2023-03-15,377036,32655,0,239,Mar
399,Old Trafford Stadium Tour  |  Road Trip to Manchester !,2023-03-12,226966,22210,0,552,Mar
400,Lucky Charm for Chelsea FC? UEFA CHAMPIONS LEAGUE 2023 !,2023-03-09,172792,20300,0,540,Mar
401,ChelseaFc Stadium Tour | Dream Come True Vlog 💙,2023-03-04,423203,52109,0,1348,Mar
402,This Could be your go-to Gaming phone !,2023-03-03,36875,3421,0,136,Mar
403,Control the distractions with controllers like you’ve never seen.,2023-03-02,122252,16087,0,352,Mar
404,Emirates business class and Surprise meet up in London !,2023-03-01,705125,65984,0,1062,Mar
405,Very expensive shopping for dream trip. VLOG-1,2023-02-28,252453,32676,0,630,Feb
406,The RETURN of the Deadliest IMPOSTOR Duo in Among Us 😎,2023-02-26,286043,23680,0,304,Feb
407,Valo 5v5 💪🏼😎 | Among Us | Fall Guys ft. S8UL | #MortalArmy #S8UL,2023-02-25,302558,18886,0,297,Feb
408,I Challenged Creators and A Magician challenged me !,2023-02-25,188067,22587,0,339,Feb
409,LIVE: Watch Party GE 🚀 vs Vitality | VCT LOCKIN,2023-02-23,219639,16056,0,77,Feb
410,Clearing confusions with the Best Gaming Phone in town | Samsung Galaxy S23 Ultra !,2023-02-23,141191,6525,0,260,Feb
411,LIVE: Gangbeast Night  #mortalarmy,2023-02-22,215943,17958,0,398,Feb
412,🔴 LIVE : FALL GUYS FUN with S8UL | Pokemon Unite Done #mortalarmy #mortal #s8ul,2023-02-21,175670,15286,0,299,Feb
413,She's Smarter Than I Thought 😐| Among Us Highlights | MortaL,2023-02-21,187493,16018,0,165,Feb
414,🔴 LIVE : Hogwarts Legacy continues | Valo with Badmaash Squad 😎🚀 | #Mortal #MortalArmy #S8UL,2023-02-20,180995,16220,0,131,Feb
415,🔴 LIVE : VALORANT 5V5 NIGHT CHILL STREAM ft S8UL | Among Us Done #mortal #mortalarmy #s8ul,2023-02-19,277302,25419,0,395,Feb
416,LIVE: Rocket league and Gangbeast Night  #mortalarmy,2023-02-17,200174,17574,0,863,Feb
417,"I Was About to Lose , But Then This Happened 😲| *Funny Gang Beasts Highlights* 😂",2023-02-17,111075,10408,0,192,Feb
418,LIVE: S8uL TV Show me swagat hai sabka :D  #mortalarmy,2023-02-16,269137,23678,0,150,Feb
419,🛑 LIVE: Hogwarts Late Night Chill | 5v5 Valorant and Codenames Done :D #mortalarmy #s8ul,2023-02-14,177360,13029,0,124,Feb
420,No more loading screens! The power of Direct Storage! (Windows 11 Presents Gamer Fest),2023-02-14,15477,1980,0,114,Feb
421,🛑 LIVE : Phasmophobia ka darrrr :D #mortalarmy #s8ul,2023-02-13,176734,13658,0,188,Feb
422,Why Mortal is the Finest Sheriff in Among Us 😎,2023-02-12,140238,13553,0,156,Feb
423,🛑 LIVE : 22+ Game #mortalarmy #s8ul,2023-02-11,321810,21125,0,800,Feb
424,LIVE: HOGWARTS LEGACY CONTINUES :D (Wand Name- Marco) #mortalarmy,2023-02-09,192532,13999,0,157,Feb
425,AAO SABKO TEL LAGAYE ⛽😂| Among Us *Arsonist* Highlights,2023-02-09,92421,10046,0,77,Feb
426,LIVE: HOGWARTS LEGACY   #mortalarmy,2023-02-08,259944,18728,0,274,Feb
427,LIVE: CS:GO 5v5  #mortalarmy,2023-02-07,185210,14160,0,171,Feb
428,"LIVE: Minecraft S8uL SMP, then chill games and Valo 5v5 at 11:30pm #mortalarmy",2023-02-06,161797,12231,0,167,Feb
429,When MortaL Got Outplayed by Viper in *AMONG US* 😲| *Insane Twist*,2023-02-05,162347,14915,0,128,Feb
430,ASKING EVERYONE 1 THING YOU WANT FROM MORTAL ! #GalaxyS23 Launch,2023-02-04,223903,25495,0,493,Feb
431,🔴LIVE: Among us  #S8uL #MortalArmy,2023-02-03,287633,18316,0,149,Feb
432,How to Draw Bikini in Skribbl 🎨👙,2023-02-02,254544,22788,0,290,Feb
433,🔴LIVE: GANG BEAST LATE NIGHT CHILL |  Rocket League mein tabahi🔥  #S8uL #MortalArmy,2023-01-30,201568,13657,0,285,Jan
434,[WatchParty] NEW STATE MOBILE Grand Finale Day 2 | Snapdragon Pro Series Open India,2023-01-29,351054,20994,0,71,Jan
435,NEW STATE MOBILE Grand Finale Day 1 - WATCH PARTY | Snapdragon Pro Series Open India,2023-01-28,350433,24688,0,46,Jan
436,The Esports Award Trophy Vlog ! Porsche 911,2023-01-28,244644,32361,0,1068,Jan
437,🔴LIVE: Among us CHILL STREAM at 9:30pm | Chilling till then in Minecraft #MortalArmy,2023-01-27,266953,18459,0,127,Jan
438,MortaL and Sherlock,2023-01-27,100239,11703,0,164,Jan
439,"🔴LIVE: ""Are you there?"" in Phasmophobia | Valorant Done #MortalArmy",2023-01-26,203709,14280,0,201,Jan
440,🔴LIVE:  baklol game,2023-01-26,244738,17339,0,162,Jan
441,Among Us Watchparty ft. S8UL | Propnight with Prop God Wooohooo! #S8UL,2023-01-24,312696,21901,0,105,Jan
442,The Fastest Impostor Victory in *AMONG US* 😁,2023-01-24,98878,11158,0,175,Jan
443,ROLLER CHAMPIONS,2023-01-23,169655,15906,0,100,Jan
444,🔴 LIVE : Darna Mana Hain | Phasmophobia Now | Roller Champions Done #MortalArmy,2023-01-23,193760,14097,0,183,Jan
445,SURPRISING MY FANS IN THE BOOTCAMP 😆| They didn’t know I was Behind Them 🤣,2023-01-22,185356,19851,0,358,Jan
446,🔴 LIVE :  Among us is backkkk :D #MortalArmy,2023-01-21,286857,18724,0,74,Jan
447,🔴 Valorant Masti | Rubber Bandits | Minecraft Done #MortalArmy,2023-01-20,138922,12043,0,62,Jan
448,Unluckiest Among us Moment 😪,2023-01-20,137462,14783,0,251,Jan
449,LIVE: VALORANT 5v5 #mortalarmy,2023-01-18,128474,11317,0,64,Jan
450,Meeting My Idols *The Goa Vlog* ! @BBKiVines @ashishchanchlanivines @MumbikerNikhil,2023-01-18,1060752,68963,0,895,Jan
451,Undefeated Champion in Propnight 😎 | Mortal v/s Zeref  *Intense 1v1 Battle*,2023-01-17,73958,8318,0,116,Jan
452,BEST SHERIFF WIN EVER IN AMONG US 😎,2023-01-15,178967,17174,0,187,Jan
453,Surprising @SoulAman | Goldy bhai leaving ! Vlog,2023-01-14,312841,35121,0,441,Jan
454,🔴LIVE: Propnight DOMINATION TIME,2023-01-13,212960,17731,0,83,Jan
455,Searching Borivali in JAPAN 😂| *Funny GeoGuessr Highlights*,2023-01-13,134160,14821,0,203,Jan
456,🔴LIVE: Diamond Rank today :D | PHASMO LATER,2023-01-12,202680,16089,0,102,Jan
457,🔴LIVE: NEW ACT | IMMORTAL RANK PUSH BEGINS :D,2023-01-11,244658,19693,0,97,Jan
458,Domination on Valorant New map *LOTUS* | 33 Solo Kills,2023-01-11,80582,7637,0,100,Jan
459,🔴LIVE: PHASMOPHOBIA | Darr ka saamna,2023-01-10,156793,14127,0,72,Jan
460,QAATIL IMPOSTOR HAIN !! 😂 | *Funny Among Us Moments*,2023-01-09,190393,18336,0,160,Jan
461,🔴 LIVE : S8UL IN TV SERIAL (Saas Bahu aur Sajish) #MortalArmy,2023-01-08,303239,22443,0,100,Jan
462,PMGC WATCH PARTY - DAY 3,2023-01-08,488981,41398,0,157,Jan
463,PMGC WATCH PARTY - DAY 2,2023-01-07,245930,21589,0,48,Jan
464,NEW VALORANT MAP EXPLORATION : MAP NAME- LOTUS (Indian Map),2023-01-06,125155,10496,0,39,Jan
465,PMGC WATCH PARTY - DAY 1,2023-01-06,358772,30878,0,47,Jan
466,GEOGUESSER with UNPADHS | Rocket League later :D,2023-01-04,245102,19492,0,115,Jan
467,First stream of 2023 :D VALORANT RANK PUSHHHHH,2023-01-03,168978,17366,0,108,Jan
468,THE YEAR OF ACHIEVEMENTS : REWIND 2022,2023-01-02,124166,21753,0,413,Jan
469,Everyone reacted to my KillJoy COSPLAY Surprise 😍,2022-12-31,231678,28516,0,505,Dec
470,Burning IMPOSTORS to win as ARSONIST 🔥,2022-12-30,127429,14092,0,119,Dec
471,Windows 11 Presents Gamer Fest – Stream 2,2022-12-28,137343,10757,0,27,Dec
472,TEAM MORTAL VS TEAM SCOUT | VALO 5V5,2022-12-28,137392,11846,0,112,Dec
473,Windows 11 Presents Gamer Fest – Stream 1,2022-12-26,114639,10544,0,29,Dec
474,Samurai Swords in REAL LIFE - One Piece,2022-12-26,327195,36688,0,1225,Dec
475,The Ultimate Skribble Fun in S8UL !,2022-12-21,290858,26042,0,196,Dec
476,VALORANT INSANE 5v5  #mortal #mortalarmy #s8ul,2022-12-20,160587,11753,0,71,Dec
477,This was the Best Surprise I have ever Received !,2022-12-18,186592,26663,0,301,Dec
478,DOUSING EVERYONE IN AMONG US,2022-12-16,138888,16783,0,154,Dec
479,LIVE: VALORANT Night Chill #mortalarmy #s8ul,2022-12-15,221716,17119,0,74,Dec
480,MortaL VS Glados Boss🤖 | *Portal Highlights* | *Level 19* (Part4/4),2022-12-15,28269,3229,0,87,Dec
481,S8UL THE BEST CONTENT GROUP OF THE YEAR  #mortal #mortalarmy #s8ul,2022-12-14,219249,20480,0,63,Dec
482,ESPORTS AWARDS 2022 - WATCH PARTY,2022-12-14,425955,40523,0,296,Dec
483,LIVE: SKRIBBL TIME | Crab Games and Minecraft Done | #mortalarmy #s8ul,2022-12-12,189863,14770,0,66,Dec
484,This Game is Getting Harder 😨| *Portal Highlights* | Level 13 to 18 (Part3/4),2022-12-12,52371,4959,0,109,Dec
485,🔴 LIVE : Valorant 5v5 with S8UL | Hide and Seek in AMONG US done #MortalArmy,2022-12-11,241161,16725,0,47,Dec
486,WARLOCK role is so OverPowered 😲| *Among Us Highlights*,2022-12-11,129688,15580,0,189,Dec
487,She killed me before I was going to vote her out,2022-12-10,131980,17147,0,187,Dec
488,GTA V RACE with S8UL #mortal #mortalarmy #s8ul,2022-12-09,230595,15773,0,46,Dec
489,The Day MortaL Meets Akshay kumar !,2022-12-09,105598,17059,0,252,Dec
490,TV/Laptop/Mobile Show S8uL Among us   #mortalarmy,2022-12-08,259965,20001,0,60,Dec
491,ROCKET LEAGUE WITH S8UL |  #mortalarmy,2022-12-07,205071,15483,0,33,Dec
492,The Deadliest Imposter Duo In Among Us (part-2),2022-12-06,168003,19227,0,195,Dec
493,MINECRAFT TIME | PROPNIGHT DONE □ #mortalarmy,2022-12-05,226918,17524,0,71,Dec
494,Late night minecraft chill stream #mortalarmy,2022-12-04,276006,22910,0,85,Dec
495,Boom intro reveal ! S8UL Among us | #mortalarmy,2022-12-03,319249,26337,0,96,Dec
496,PMGC WATCHPARTY  #mortalarmy,2022-12-03,187004,19647,0,59,Dec
497,PMGC WATCHPARTY  #mortalarmy,2022-12-02,229470,22906,0,76,Dec
498,WHEN MORTAL PLAYS PORTAL 😍| Level 7 to 12  *PORTAL GAMEPLAY* (PART 2/4),2022-12-02,32617,4318,0,130,Dec
499,S8UL's real imposter unveiled,2022-12-01,134854,18248,0,222,Dec
500,VALORANT 5V5 Late Night Chill | Among Us Done | #mortalarmy,2022-11-29,307792,20441,0,130,Nov
501,BADMASHI IN Among us S8uL 15 MAN LOBBY,2022-11-28,311339,22195,0,82,Nov
502,NEW MOUSE TENZ EDITION VALORANT,2022-11-27,265551,19056,0,72,Nov
503,"7 Million, I am coming from my PORTAL 😍 | Level 1 to 6 (PART 1/4)",2022-11-26,80746,12260,0,334,Nov
504,Minecraft Night Grind | #mortal,2022-11-21,154801,11572,0,76,Nov
505,Among us S8uL 15 MAN LOBBY,2022-11-19,333417,23035,0,108,Nov
506,VALORANT 5v5 Heavy S8uL LOBBY and MINECRAFT NIGHT SMP GRIND  #mortal #mortalarmy #s8ul,2022-11-18,182223,13906,0,44,Nov
507,Among us Weekend #minecraft #mortalarmy,2022-11-12,392133,24295,0,179,Nov
