,Title,Published_date,Views,Likes,Dislikes,Comments,Month
548,PUBG MOBILE RESORT RUMBLE Finals,2022-09-23,186457,21163,0,55,Sep
549,Jester Meets Third Imposter in Among us,2022-09-22,349450,33912,0,298,Sep
550,Headache after playing with this group in Skribble !,2022-09-19,181968,20399,0,266,Sep
551,AMONG US FULL KATAM KAAT WITH NEW MOD | #mortalarmy #s8ul,2022-09-17,497093,33524,0,141,Sep
552,VALORANT RANK PUSH Ft. S8UL | #mortalarmy #s8ul,2022-09-16,206573,16618,0,84,Sep
553,VALORANT with gang | FALL GUYS CROWN PUSH and SCRIBBLE DONE 😃,2022-09-15,245219,20290,0,50,Sep
554,PROPNIGHT BADMASHI WITH S8UL! 🔥❤️ | Minecraft Done! 😃 #S8UL,2022-09-14,215933,17919,0,103,Sep
555,LIVE: CODENAME,2022-09-13,439627,31286,0,194,Sep
556,LIVE: GangBeast dhakka mukhi,2022-09-12,291088,23255,0,92,Sep
557,"LIVE: Sunday feels special, always :D #mortalarmy",2022-09-11,323847,23710,0,74,Sep
558,Every Imposter Needs To Watch This Ending,2022-09-10,413528,51730,0,672,Sep
559,VALORANT BOOMBAM 5v5 :D | Clan Work and chill | #mortalarmy,2022-09-09,219729,17649,0,41,Sep
560,NEW ROLE IN AMONG US CALLED JESTER #mortal #mortalarmy,2022-09-07,372508,29282,0,250,Sep
561,Bhasad karenge sabk sath aaj,2022-09-06,287473,24428,0,78,Sep
562,Aapka friendly neighborhood NUMUN is back :D,2022-09-05,448382,37629,0,130,Sep
563,Buying The Most Luxurious Airpods and DRAGON BALL Z GIFTS FOR @sc0utOP (Extreme Shopping In Malaysia),2022-09-04,412461,43522,0,384,Sep
564,"THIS LAN EVENT IS INSANE , Our Trip To Malaysia Lan Event for DOTA 2!",2022-08-29,462701,48116,0,707,Aug
565,S8UL DIARIES - BUILDING MY NEW GAMING ROOM -  VLOG #4,2022-08-26,391699,44962,0,517,Aug
566,The Deadliest Imposter Duo In Among Us,2022-08-25,548903,47986,0,324,Aug
567,"LIVE: Last multiplayer stream before MALAYSIA, padharie sab log",2022-08-24,530736,39572,0,211,Aug
568,LIVE: AMONG US HAMARE BEECH!! #Minecraft #AmongUs #CodeNames,2022-08-23,264841,23632,0,74,Aug
569,Why You Should Never Mess With MortaL,2022-08-23,601036,53121,0,345,Aug
570,LIVE: MINECRAFT ESPORTS!😀 #MortaL #MortalArmy,2022-08-22,367336,27525,0,163,Aug
571,LIVE: AMONG US BOOMBAAM MASTI with S8UL !! 😀 #MortaL #AmongUs,2022-08-21,561044,52738,0,251,Aug
572,AMONG US BOOMBAAM WITH S8UL #AmongUs,2022-08-20,481019,39944,0,159,Aug
573,LIVE: Dinner karlo Frandsss! #Minecraft #Propnight,2022-08-19,188384,16992,0,72,Aug
574,Watch Party - World Championships Day 1 | Pokémon UNITE Championship Series,2022-08-19,196027,19391,0,42,Aug
575,S8UL DIARIES - SCHOOL KE KISSE -  VLOG #3,2022-08-19,350800,48509,0,415,Aug
576,LIVE: 🤫,2022-08-18,178528,18422,0,44,Aug
577,I'm Never Playing This Game Again,2022-08-18,107348,12495,0,96,Aug
578,"LIVE: Aaiye, aapka, intezaar tha! #Minecraft #Valorant",2022-08-17,252483,22941,0,85,Aug
579,This is How We Play AMONG US !,2022-08-17,596861,61477,0,251,Aug
580,LIVE: Hi bolo akar sab  #mortal #mortalarmy,2022-08-16,392320,35277,0,116,Aug
581,S8UL DIARIES - INDEPENDENCE DAY  -  VLOG #2,2022-08-16,388829,57502,0,763,Aug
582,LIVE: AMONG US MASTI and MINECRAFT PROGRESS with GANG 😀 #mortal #mortalarmy,2022-08-15,327213,29816,0,69,Aug
583,What Happened in S8UL AMONG US ?,2022-08-15,513489,48796,0,326,Aug
584,LIVE : Raat ki Badmaashi,2022-08-14,250930,23624,0,51,Aug
585,S8UL DIARIES - How did we do PMWI Watchparty  -  VLOG #1,2022-08-14,192131,26584,0,408,Aug
586,LIVE: AMONG US and GTA V with CARRY MINATI and GANG #mortal #mortalarmy,2022-08-13,385281,35352,0,79,Aug
587,MINECRAFT AND NEW PEOPLE JOIN US IN S8uL WORLD :D #mortal #mortalarmy,2022-08-12,200098,17815,0,69,Aug
588,Valorant 5 vs 5 ft. S8UL | MINECRAFT done | #mortal #mortalarmy,2022-08-10,239613,20474,0,99,Aug
589,MINECRAFT: SMP PROGRESS & NEW STATE CLASSIC MASTI WITH JOD :D #mortal #mortalarmy,2022-08-09,241722,21985,0,83,Aug
590,MINECRAFT: SMP PROGRESS : Building more farms Etc :D #mortal #mortalarmy,2022-08-08,181654,17911,0,63,Aug
591,Mortal and Regaltos Dark secrets revealed? EPIC ROAST,2022-08-08,277912,37863,0,319,Aug
592,Valorant 5V5 with S8UL fam #mortal #mortalarmy,2022-08-07,236512,21402,0,55,Aug
593,Among Us With S8UL Full Chill Stream | MineCraft Done #mortal #mortalarmy,2022-08-05,447887,36308,0,136,Aug
594,MineCraft S8UL SMP World Now | New State Classics Done | #mortal #mortalarmy,2022-08-04,327383,27523,0,83,Aug
595,Subnautica -Below Zero Now || New State Scrims and Minecraft Done | #mortal #mortalarmy,2022-08-03,349046,27750,0,60,Aug
596,"Subnautica - Below Zero || Fall Guys, New State Done || #mortal #mortalarmy #s8ul",2022-08-02,645311,50856,0,81,Aug
597,SUBNAUTICA STRANGE CREATURE :( |  #mortal #mortalarmy,2022-08-01,468181,39476,0,98,Aug
598,The Picasso of S8UL Squad SouL MortaL is live scribble #mortal #mortalarmy,2022-07-31,649185,53695,0,273,Jul
599,SouL MortaL is live with his jod Among Us 999 IQ gameplay S8UL squad #mortal #mortalarmy,2022-07-30,867616,76334,0,427,Jul
600,Pokémon Unite 1st Anniversary Ft. Mercy & India's Best Players,2022-07-29,187160,19824,0,85,Jul
601,PROPNIGHTTTTT :D PREVIOUS STREAM WHATSAPP CHAT LEAK HOTE HOTE BACHI #mortal #mortalarmy #s8ul,2022-07-27,179684,16061,0,172,Jul
602,The Gaming Beast is Back | Redmi K50i 5G Gaming Review,2022-07-27,243435,18733,0,816,Jul
603,Conversation With MortaL Hater | Roast of SouLMortaL .,2022-07-26,602240,101567,0,2384,Jul
604,SUBNAUTICA BELOW ZERO | EXPLORING LAND  #mortal #mortalarmy #s8ul,2022-07-26,363996,31536,0,92,Jul
605,Aaaj kya hoga finals me? BOOMBAM RANK PUSH #mortal #mortalarmy #s8ul,2022-07-24,402288,35617,0,54,Jul
606,Subnautica Now | BGMI Rank Push Done #mortal #mortalarmy #s8ul,2022-07-23,291377,29247,0,36,Jul
607,ACE PAHUCHNE WALE HAIN :D  | #s8ul #mortal #mortalarmy,2022-07-22,216242,21043,0,101,Jul
608,VALORANT 5v5 with S8UL now | #s8ul #mortal #mortalarmy,2022-07-21,341233,30697,0,42,Jul
609,Human Fall Flat Now! :D | BGMI Done | #s8ul #mortal #mortalarmy,2022-07-20,412816,36939,0,54,Jul
610,OMEGLE: GUESS MY NAME CHALLENGE WITH RANDOMS,2022-07-20,327885,39038,0,579,Jul
611,"Horror Game Experience With Regaltos , Viper & Thug | OnePlus Bullets Wireless Z2",2022-07-19,56013,6720,0,159,Jul
612,Subnautica Now :D #mortal #s8ul #mortalarmy,2022-07-18,367861,36917,0,44,Jul
613,Live : Building PRAWN SUIT in SUBNAUTICA BELOW ZERO   #mortal #s8ul #mortalarmy,2022-07-16,371930,33084,0,45,Jul
614,MAJOR GUN CHANGES after UPDATE 2.1 in BGMI,2022-07-15,389722,35821,0,299,Jul
615,Live : SUBNAUTICA BELOW ZERO: Expanding SEATRUCK #mortal #s8ul #mortalarmy,2022-07-14,465231,41777,0,37,Jul
616,New FAN MEET UP style.,2022-07-14,94052,11091,0,163,Jul
617,Best TIP to become great IGL,2022-07-13,114098,15118,0,155,Jul
618,Enemy Trolled Our Girl Teammate So We Did This….,2022-07-12,180467,19019,0,181,Jul
619,why CAR SKINS are IMPORTANT,2022-07-11,219722,22996,0,172,Jul
620,When you have 100M$ in your account,2022-07-10,219765,27547,0,323,Jul
621,Live : SUBNAUTICA BASE BUILDING :D Afternoon Chill Stream :D #mortal #s8ul #mortalarmy,2022-07-09,339817,32539,0,85,Jul
622,MortaL SAVING Omega,2022-07-09,125878,14283,0,196,Jul
623,Live : SouL MortaL playing SUBNAUTICA BELOW ZERO #mortal #s8ul #mortalarmy,2022-07-08,474282,43758,0,41,Jul
624,Chicken Dinner in Car Only Challenge? 😂,2022-07-08,198720,19010,0,211,Jul
625,I challenged Soul Coach for ₹50K challenge?? 🤩🤑,2022-07-07,215708,23400,0,169,Jul
626,When Aman abused on NATIONAL GAMING TV,2022-07-06,118912,15340,0,171,Jul
627,LIVE SUBNAUTICA BELOW ZERO #s8ul #mortal #mortalarmy,2022-07-06,386780,36388,0,47,Jul
628,BHAGWAN aisa RANDOM teammate sabko de! 😂 🥲,2022-07-06,406398,36832,0,386,Jul
629,LIVE : IGL + IGL | Coach + Coach  #s8ul #mortal #mortalarmy,2022-07-05,397586,40200,0,86,Jul
630,What if MortaL joined TEAM XSPARK (TX),2022-07-04,287172,26836,0,260,Jul
631,LIVE : SUBNAUTICA BELOW ZERO | Conqueror jaane ka mann hai yaaaaar #s8ul #mortal #mortalarmy,2022-07-04,302871,29553,0,72,Jul
632,Why Everyone NEEDS an Editor??!!,2022-07-04,351045,46133,0,404,Jul
633,DONT WATCH 18+ Videos on Internet,2022-07-03,170514,22628,0,317,Jul
634,For The First Time Ever! @MortaLyt  @UjjwalGamer  and @sc0utOP  ft. @8bitthug  | The Ultimate Terminal List,2022-07-03,334880,28770,0,42,Jul
635,NEW RAP- KAASH DIDI KAASH DIDI KAASH DIDI | Scout Voice Pack,2022-07-03,638171,75726,0,724,Jul
636,Trick to KILL APARTMENT CAMPER,2022-07-02,136954,16387,0,197,Jul
637,Walking Dead Now :D | Streamer Battle with Rega and Viper | #s8ul #mortal #mortalarmy,2022-07-02,427325,36762,0,43,Jul
638,Was CARRY VS MORTAL scripted?  Revealed,2022-07-02,258086,33147,0,247,Jul
639,Try this with your FRIENDS,2022-07-01,122975,18665,0,180,Jul
640,S8UL AND MORTAL Nominated for ESPORTS AWARD | VOTE RIGHT AWAYYY #s8ul #mortal #mortalarmy,2022-07-01,327623,37206,0,50,Jul
641,"LIVE : Dekho, woh agye #s8ul #mortal #mortalarmy",2022-06-30,417621,43926,0,78,Jun
642,LIVE : Pummel Party Pro SouL MortaL playing with S8UL Fam #mortal #mortalarmy,2022-06-28,506631,45899,0,103,Jun
643,LIVE: BoomBam Stream :D Will I get my name BACK? SouLMorTaL  #MortaL #mortalarmy,2022-06-27,426799,39319,0,61,Jun
644,Surprising Adi on his Birthday | Best Anime collection In India #OnePiece #Gifts,2022-06-27,811536,106575,0,1784,Jun
645,Unboxing OnePlus 10 Pro | HyperBoost Gaming Engine Review | Crazy Experience,2022-06-26,78598,10346,0,329,Jun
646,TxMortaL In The House ? #MortaL #mortalarmy,2022-06-26,692486,82032,0,203,Jun
647,YT Done | Tv Done | Next Bollywood ? #MortaL #mortalarmy,2022-06-25,388784,43189,0,88,Jun
648,The Day S8UL won 2 more trophies reaction FT- @CarryMinati @triggeredinsaan @sc0utOP | VLOG,2022-06-24,389482,45342,0,548,Jun
649,BoomBaam GangBeast || Night Chill Stream #MortaL #mortalarmy,2022-06-23,604182,69601,0,105,Jun
650,We are back!!! Propnight with PropJoddd is here!!! #mortal #mortalarmy,2022-06-22,639616,68398,0,114,Jun
651,Welcome ROG Heroes | The Powers of Infinity is Here @ROGIndia.official  @intelindia,2022-06-22,203843,30318,0,785,Jun
652,The Day My Channel Got Hacked !,2022-06-21,826708,116761,0,2767,Jun
653,Good morning guys | Regular streams begin today :D,2022-06-18,87175,3214,0,417,Jun
654,Competitive Practice Scrim and Classic Matches | PUBG MOBILE | OnePlus,2022-06-18,483385,22192,0,151,Jun
655,[Hindi] PMPL South Asia Day 2 W 1| PUBG MOBILE Pro League S1,2022-06-18,1613035,62425,0,30,Jun
656,HIGH KILLS TIME( Classic Stream) | Pubg Mobile Fun Stream,2022-06-18,661335,75304,0,228,Jun
657,BOOMBAM CUSTOMS AND SUB GAMES with S8uL | Pubg Mobile | Mortalarmy,2022-06-18,1037245,85591,0,5,Jun
658,No Quitting untill I win FALL GUYS | mortalarmy,2022-06-18,133709,16064,0,97,Jun
659,FreeFire Random Chill Stream | FF Tournament Soon :D #mortalarmy #MortaL,2022-06-18,103889,19267,0,2,Jun
660,National Finals of Red Bull M.E.O. Season 4 | Let's go Day 1,2022-06-18,21270,3791,0,2,Jun
661,Late night BAATCHEET KARTE AJAO | #Chillstream | Chelsea ka match bhi hai :D  #mortal,2022-06-18,158206,23898,0,45,Jun
662,Boom Bam KD Maintain Classics xD| NO MEETUP | Pubg Mobile |,2022-06-18,563537,26514,0,44,Jun
663,BoomBam Stream Viper Chacha is back in action | Pubg Mobile | My thoughts are on !twitter,2022-06-18,773585,91848,0,123,Jun
664,Valorant Grind Rank Up | mortalarmy | #s8ul,2022-06-18,191724,21247,0,66,Jun
665,VALORANT CHILLL STREAM  SugarCane Farm and Wool Farm | MINECRAFT LIVE W/ MortaL | #mortalarmy,2022-06-18,258427,26189,0,4,Jun
666,COD Mobile Live Diwali Dhamaka Stream | #mortalarmy,2022-06-18,120564,17164,0,13,Jun
667,BGMI Stream,2022-06-18,35450,2592,0,36,Jun
668,Late Night Chill Stream BGMI | #MortaLArmy,2022-06-18,231981,26271,0,10,Jun
669,India Regional Finals Day 1 | Watchparty | Pokémon UNITE Championship Series,2022-06-18,202421,17900,0,82,Jun
670,When Rega Tried To Bully MortaL !,2022-06-17,137395,18640,0,254,Jun
671,Favourite player from BMPS apart from TEAM SOUL,2022-06-16,135540,20202,0,246,Jun
672,Reason why we won our last match in BMPS,2022-06-15,211627,35442,0,495,Jun
673,"TODFODDD , BOOMBAAM 🚀🚀🚀🚀🚀 | Pico Park",2022-06-14,556364,54323,0,160,Jun
674,Why Aman should Never Play Skribble !,2022-06-13,364482,34594,0,414,Jun
675,RANDOMS AND CUSTOM ROOMS by Winzo :D #MortaL,2022-06-11,246980,25525,0,57,Jun
676,RANDOMS AND CUSTOM ROOMS by Winzo :D  #BoomBam 🚀 #SOUL #MortaL,2022-06-07,238330,24664,0,84,Jun
677,We did a Shoot with Rajkumar Rao ! Vlog,2022-06-06,368832,47265,0,563,Jun
678,SKRIBBLE.io  | ZONE MAGNET TOH HAIIII XD | Finals chale Team SouL | #BoomBam 🚀 #SOUL #MortaL,2022-06-05,403150,43185,0,109,Jun
679,We did a Fan Meetup After 2 Years! Vlog,2022-05-31,222659,30542,0,601,May
680,Behind The Scenes of The Game is on ( MUSIC VIDEO ) | Vlog,2022-05-29,157309,18442,0,311,May
681,MortaL Tries Sailing with OLYMPIANS for the First Time ! Vlog,2022-05-25,234415,37214,0,845,May
682,MortaL Underworld Gang Wars (UGW) Trailer Reaction | Battle Royale Game| Rooted In India,2022-05-23,75481,8265,0,260,May
683,PUMMEL PARTY NOW | Apex Legends done | #mortal,2022-05-20,273985,24194,0,136,May
684,APEX LEGENDS MOBILE 1st day With Scout | India | #EA #mortal,2022-05-19,592346,39629,0,406,May
685,Propnight Now :D | Valorant and BGMI Done | #MortaL #mortalarmy,2022-05-18,330953,29160,0,115,May
686,Yuzi bhai Gave us a Signed Jersey & More • THE IPL VLOG,2022-05-14,416346,44922,0,468,May
687,FA Cup Final Special 😮 || Blue Mode Ep. 6 || @chelseafc,2022-05-13,32982,4111,0,104,May
688,BoomBam 🚀 #SOUL #MortaL,2022-05-12,621606,56765,0,115,May
689,"Cabin Sneak Peak, PropGod MortaL Is Here To Bully Hunters #mortal",2022-05-11,234850,21850,0,80,May
690,Behind The Scenes Of @PLAYGROUND_GLOBAL Shoot | Ft. @CarryMinati @sc0utOP | VLOG,2022-05-11,1208429,118409,0,1687,May
691,The Walking Dead | Late night Chill stream | #mortal #mortalarmy,2022-05-10,328947,31889,0,74,May
692,Undefeated Prop God MortaL Is Here To Bully Russian Binks #mortal,2022-05-09,421834,42939,0,180,May
693,WALKING DEAD NOW | BOOMBAAM MASSIVE SUBSCRIBER CUSTOMS & RP GIVEAWAYS | #MortaLArmy,2022-05-08,301446,32245,0,60,May
694,MortaL The Best PropNight Player Is Live with his 999IQ plays #mortal,2022-05-07,398787,34872,0,91,May
695,Late Night Chill Stream | The Walking Dead | #mortal #mortalarmy,2022-05-05,315905,34637,0,88,May
696,FIFA banter with Arjun Kapoor 😏 | Blue Mode Ep. 5 l @chelseafc  🔵,2022-05-05,186405,16448,0,179,May
697,"PROPNIGHT BADMASHI :D Night Chill Stream, Rank push to CONQUEROR | #mortal",2022-05-04,346896,31452,0,78,May
698,Late Night Chill Stream | Walking Dead | #mortal,2022-05-03,295930,34684,0,44,May
699,Trolling Randoms With A Voice Changer ! Ft. Mavi,2022-05-03,289941,38818,0,327,May
700,5 MILLION HOGAYE INSTAGRAM PAR | BoomBam Classics with Yuzi Bhai,2022-05-01,300719,33538,0,75,May
701,Rega's Dream Car Revealed ? *EPIC FUNNY* | BGMI FUNNY HIGHLIGHT,2022-04-30,239525,30723,0,311,Apr
702,BoomBam Classics with Mavi,2022-04-29,362421,38454,0,83,Apr
703,BoomBam IGLing in Valorant,2022-04-28,394294,42513,0,95,Apr
704,Bhai me 3 saal chota hogaya | BoomBam BGMI Rank Push,2022-04-27,360708,35895,0,96,Apr
705,BoomBam BGMI RANK PUSH STREAM | Conqueror jaenge kya?,2022-04-26,348912,34273,0,65,Apr
706,KARMA x MORTAL - THE GAME IS ON (OFFICIAL MUSIC VIDEO) | KALAMKAAR,2022-04-25,1150263,209398,0,8755,Apr
707,Lan Event After 2 Years • Vlog • Team SouL Back in Action ?,2022-04-24,621024,85866,0,1507,Apr
708,Valo 5v5 Now ♥️ | BGMI BoomBaam 🚀 | #MortalArmy #S8UL,2022-04-23,304086,28089,0,60,Apr
709,BGMI CHILL STREAM with Gomlu and Kela | Walking Dead HOGA HI HOGA,2022-04-22,305950,29810,0,59,Apr
710,I Tried to Roast Sc0ut • Bgmi Highlights,2022-04-22,535576,65080,0,477,Apr
711,Tough lobby are hain re baba | BGMI CHILL STREAM | Walking Dead Later :D,2022-04-21,250759,27425,0,73,Apr
712,Sanskari Roasting of team mates #MortaLArmy,2022-04-20,359638,35115,0,85,Apr
713,Senior SouL Fought with the New Tx lineup in T1 Scrims ! #MortaLArmy,2022-04-20,290878,27915,0,191,Apr
714,PROPNIGHT BADMASH LOBBY  #MortaLArmy,2022-04-19,318796,29337,0,103,Apr
715,How Not to Play Propnight | Don't forget to laugh #MortaLArmy,2022-04-16,328625,35849,0,181,Apr
716,TIER 100 Senior SouL k sath Scrims :D  #MortaLArmy,2022-04-16,459977,41848,0,86,Apr
717,New Merch dropping tomorrow | SOUL/8BIT (Logo Tshirts) MERCH IS ALSO HERE :D #MortaLArmy,2022-04-14,361576,33925,0,56,Apr
718,20 SNIPER KNOCKS BEFORE GAME SWITCH? | Midnight Ghost Hunt 8 man GAME TODAY :D  #MortaLArmy,2022-04-11,438867,39385,0,195,Apr
719,M24 MADNESS IN BGMI ACE LOBBY | #BGMI #MortaLArmy,2022-04-10,256965,27630,0,423,Apr
720,2 BGMI BOOMBAM SNIPING IS HERE :D | Walking Dead Series starts today #MortaLArmy,2022-04-08,351165,33084,0,101,Apr
721,"PROPNIGHT (Tanmay, Samay, Fleet, Mamba) #MortaLArmy",2022-04-07,499850,40433,0,130,Apr
722,iQOO FanQuest Day 3 | Acing the TDM Battles with #TEAMMORTAL| #IQOOZ6,2022-04-06,315403,21026,0,106,Apr
723,iQOO FanQuest Day 2 | Practicing with the new #teammortal | #IQOOZ6,2022-04-05,201737,20089,0,33,Apr
724,iQOO FanQuest Day 1 | Live solo customs and TEAM SELECTION | #iQOOZ6,2022-04-04,302351,28826,0,79,Apr
725,"AKM (6x , 4x , 3x ,all sights)50 KILLS CHALLENGE STREAM :D  #MortaLArmy",2022-04-02,437911,39626,0,103,Apr
726,Hardest BGMI Challenge • 50 Kills in 1 Stream,2022-04-02,214174,23128,0,284,Apr
727,BGMI HIGH KILLS GAMEPLAY  #MortaLArmy,2022-03-31,284670,28537,0,135,Mar
728,OnePlus 10 Pro Launch Event,2022-03-31,68755,9886,0,38,Mar
729,Not Stopping Until 100 Kills in this stream #BGMI  | #MortaL @8bitGoldygg @SoulAman @8bitbeg4mercy2,2022-03-30,608253,55590,0,200,Mar
730,MortaL PMIS 2019 30Lakh Nade REALITY REVEALED,2022-03-30,291457,40761,0,509,Mar
731,Not Stopping Until 50 Kills in BGMI  | #MortaLArmy,2022-03-29,442069,44133,0,67,Mar
732,Will Smith ne diya pat se headshot | #mortal,2022-03-28,319864,28207,0,137,Mar
733,"1,80,000 UC LAMBORGHINI OPENING • Will i buy LAMBORGHINI in Real Life ?",2022-03-27,711229,72090,0,698,Mar
734,1.3 LAKH UC ON ALL LAMBORGHINI ?? BGMI CRATE OPENING | #MortaLArmy,2022-03-26,630781,65720,0,128,Mar
735,10 Mins of MortaL Getting Trolled | #BGMI #MortaLArmy,2022-03-26,142229,20702,0,216,Mar
736,"BoomBaam #IQOORAIDNIGHTS - Episode 3 ft. Tanmay Bhat, Samay Raina and GamerFleet",2022-03-25,213354,23341,0,73,Mar
737,Sid and savage? Secret revealed,2022-03-25,193848,31628,0,370,Mar
738,Kesa laga MINI ROCKET. Now time for bada rocket :D | RESET RANK PUSH | #mortal,2022-03-24,359229,37283,0,71,Mar
739,KARMA x MORTAL - GAME IS ON (OFFICIAL TEASER),2022-03-24,536880,80798,0,3094,Mar
740,Time to upgrade my PC with AORUS & Intel components,2022-03-23,68148,10169,0,267,Mar
741,PROPNIGHT NOW :D BoomBam BGMI | RESET RANK PUSH | #mortal,2022-03-22,421031,36476,0,68,Mar
742,5 Solo Finishes in Bgmi Scrims • 1v3 Domination,2022-03-22,163430,19303,0,264,Mar
743,"PROPNIGHT TIMEEEEEEE FINALLYYYYY | BOOMBAAM BGMI SCRIMS | Ft. Viper, Mamba, Zeref",2022-03-21,850205,68769,0,100,Mar
744,New Role in Among us | Better than Imposter ???,2022-03-21,387245,34122,0,175,Mar
745,BGMI NOWWWWWWW  | [WATCHPARTY] eISL Grand Finale | Mumbai City FC VS Chennaiyin FC,2022-03-20,220070,21539,0,75,Mar
746,VALORANT 5v5 IGL BANE KYA?  | #s8ul,2022-03-19,253578,22208,0,85,Mar
747,38 Squad Kills In Ace Dominator | #MortaLArmy,2022-03-19,229246,27448,0,318,Mar
748,Propnight ka esports hota toh | #boombam #mortalarmy,2022-03-18,358982,29397,0,50,Mar
749,PROPNIGHTTTT NOW | BGMI Rank Push ! Testing the OnePlus 9RT’s cutting-edge VC Cooling System,2022-03-17,451203,41414,0,141,Mar
750,Demotivating Scout In Propnight ! *EPIC*,2022-03-16,295336,32977,0,315,Mar
751,AMONG US 10 MAN Chill Stream :D | #mortalarmy,2022-03-12,465178,39424,0,127,Mar
752,Triggering Mercy in BGMI *Epic* 🤣,2022-03-12,184766,23080,0,246,Mar
753,FROFRESSIONAL PROPNIGHT,2022-03-11,593001,48433,0,84,Mar
754,When Rega *CHALLENGED Me To Be IMPOSTER! In Propnight,2022-03-10,189468,21820,0,192,Mar
755,Propnight Now #MortalArmy 🚀 | Scrims Done,2022-03-09,659335,54032,0,111,Mar
756,PROPNIGHT Now ❤️ | BOOMBAAM BGMI - Mortal is Back! #MortalArmy 🚀,2022-03-08,685686,56510,0,121,Mar
757,The Best BGMI Team You'll Ever Get ? #MortaLArmy,2022-03-04,312565,38286,0,330,Mar
758,Propnight BoomBaam  #MortaLArmy,2022-03-03,467428,35900,0,135,Mar
759,Propnight Now !  #MortaLArmy,2022-03-02,517474,49926,0,81,Mar
760,We Found Water City ! Pubg in Real Life #motovlog,2022-03-02,440196,59152,0,475,Mar
761,th th th th th th Pecado me SouL aur yaha hum PROPNIGHT ME th th th th th :D  | BOOMBAM,2022-03-01,378374,33505,0,85,Mar
762,We Are Back with PropNIGHTTTTTTTTT | BOOMBAM,2022-02-28,379440,33708,0,82,Feb
763,The Epic 8V8 Tdm Battle • Team MortaL Vs Team PayaL,2022-02-27,242926,32229,0,456,Feb
764,Can We Get The Chicken Dinner ? Team SouL Valentines Day Face-off,2022-02-19,591948,60581,0,669,Feb
765,3 easy techniques to get Chicken Dinner,2022-02-19,3517837,349809,0,1226,Feb
766,PropNIGHTTTTTTTTT | BOOMBAM Ft- Sid Rega Mamba Krutika xD,2022-02-18,520064,41573,0,157,Feb
767,ACE DOMINATORRRRRRR   | SouL OP  #MortaLArmy,2022-02-17,584608,47770,0,102,Feb
768,The Hardest BGMI Lobby ? *INTENSE GAMEPLAY*,2022-02-17,785257,65233,0,500,Feb
769,🚀🚀🚀 | MERCHANDISE DEKHLO FRIENDS :D,2022-02-16,680116,59192,0,120,Feb
770,ASUS ROG Phone 5s X Mortal for the Ultimate Gods Edition,2022-02-15,416583,40721,0,94,Feb
771,Valentines Day Event  - Team MortaL/PayaL and 2 more ;) | #mortalarmy,2022-02-14,859680,54733,0,128,Feb
772,The Ultimate Trolling Squad in Bgmi | #MortaLArmy,2022-02-13,488432,52614,0,447,Feb
773,Aaj sab Chicken Dinner time | ACE MASTER TIME #MortaLArmy,2022-02-12,428414,41265,0,98,Feb
774,BOOMBAM Classics are here :D | SouL OP  #MortaLArmy,2022-02-11,527778,47008,0,73,Feb
775,Akm The Best Close Combat Gun ? #Domination #MortaLArmy,2022-02-11,307040,32358,0,465,Feb
776,CRAB GAMES NOW | S8UL BOYS AND GIRLS PLAY VALORANT 5v5 | BOOMBAM #MortalArmy,2022-02-09,437504,40259,0,145,Feb
777,ACE MASTER TIMEEEEEE | BGMI CLASSIC BOOMBAM  #MortaLArmy,2022-02-08,614986,51329,0,204,Feb
778,Trying Two Fingers Control | BGMI with Gande players  #MortaLArmy,2022-02-07,527716,47344,0,137,Feb
779,Best Girls Team You'll Ever Get ? 🤣 | Funniest Bgmi Highlight,2022-02-05,591961,59743,0,559,Feb
780,BGMI with Gande players  #MortaLArmy | NEW OVERLAY,2022-02-04,476926,47206,0,109,Feb
781,When The Roasting Squad Plays Together | #MortaLArmy,2022-02-03,709909,73726,0,466,Feb
782,BGMI with Gande players  #MortaLArmy | NEW OVERLAY,2022-02-02,584488,55508,0,161,Feb
783,BoomBam Classics to ACE BGMI #MortaLArmy,2022-02-01,752053,70981,0,205,Feb
784,FULL SPEED TOWARDS ACE :D BoomBaam BGMI #MortaLArmy,2022-01-31,666703,58610,0,112,Jan
785,Most Adventurous Match of Bgmi | Grenade King | #MortaLArmy,2022-01-31,653793,61326,0,685,Jan
786,Chicken Dinner Streak karte :D BoomBaam BGMI #MortaLArmy,2022-01-30,480026,46027,0,81,Jan
787,We Revisited our Old Gaming House | 1000km Milestone,2022-01-29,862816,104998,0,648,Jan
788,Dwayne Kaancha Vin Sin is back | BoomBaam BGMI #MortaLArmy,2022-01-28,740857,72423,0,131,Jan
789,Are We The WORST SPIDERMANS In BGMI ?,2022-01-27,483507,46944,0,476,Jan
790,MortaL Playing with New Team SouL ! #DoctorMortaL,2022-01-26,490785,58919,0,867,Jan
791,Team MortaL in LIVIK AFTERMATH SHOWDOWN | Team SouL | #mortalarmy | 5mins delay,2022-01-25,1568660,100321,0,308,Jan
792,First Bald stream | BoomBaam BGMI #MortaLArmy,2022-01-24,1121279,120082,0,286,Jan
793,How did we hit 7 million | 7 million Celebration | Thankyou MortaLArmy,2022-01-24,768788,119928,0,2440,Jan
794,PMGC 2021 Grand Finals | Day 3 Last Match,2022-01-23,1277066,157923,0,705,Jan
795,PMGC 2021 Grand Finals | Day 3,2022-01-23,2001167,194832,0,1016,Jan
